id,title,postingDate,salary,hours,closingDate,location,state,city,company,jobType,category,jobReference,additionalSalaryInf
21,Administrative Team Leader & Rota Coordinator | Buckinghamshire Healthcare NHS Trust,18 October 2023,Not specified,Part time,17 November 2023,"Aylesbury, HP21 8AL",South East Englasd,Buckinghamshire,Buckinghamshire Healthcare Trust,Permanent,Manufacturing Jobs,5697706/434-SCC5697706,"£28,407 - £34,581 per annum (pro rata for part Time)"
22,Team Leader,18 October 2023,£11.50 per hour,Full time,17 November 2023,"Milton Keynes, BDF, MK17",South East Englasd,Buckinghamshire,Workforce Recruitment and Training,Permanent,Manufacturing Jobs,104162,None
23,Labourer,16 October 2023,£13 to £14 per hour,Full time,15 November 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Manufacturing Jobs,LDSPORTLAB-1121,None
24,Machine Operator,14 October 2023,"£33,000 to £37,000 per year",Full time,12 November 2023,"Milton Keynes, Southern, MK1 1LZ",South East Englasd,Buckinghamshire,Meridian Business Support,Permanent,Manufacturing Jobs,50316311,"Annual Bonus, Excellent Benefits!"
25,Document Controller,13 October 2023,£16.00 to £18.00 per hour,Full time,12 November 2023,"Aylesbury, Buckinghamshire, HP17 8NR",South East Englasd,Buckinghamshire,Randstad CPE,Contract,Manufacturing Jobs,Hb332_1697212993,None
26,Document Controller,13 October 2023,"£35,000 per hour",Full time,11 November 2023,"Aylesbury, Buckinghamshire, HP20 1RU",South East Englasd,Buckinghamshire,Randstad CPE,Contract,Manufacturing Jobs,Hb100_1697115526,None
27,Labourer (Nights),12 October 2023,£16 per hour,Full time,11 November 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Manufacturing Jobs,LDSstockLab(PM)-1121,None
28,Warehouse Team Leader,12 October 2023,Not specified,Full time,11 November 2023,"Milton Keynes, MK3 7QT",South East Englasd,Buckinghamshire,Millbrook Group Ltd,Permanent,Manufacturing Jobs,444,"£23,628.80"
29,Field Service Analyst,12 October 2023,"£58,000 to £65,000 per year",Full time,11 November 2023,"High Wycombe, HP11 1TY",South East Englasd,Buckinghamshire,Expert Employment,Permanent,Manufacturing Jobs,2097,None
30,Soft Tissue Team Leader - High Wycombe,11 October 2023,"£35,000 to £40,000 per year",Full time,09 November 2023,"Buckinghamshire, Home Counties, Hp12",South East Englasd,Buckinghamshire,Purosearch,Permanent,Manufacturing Jobs,50261104,None
31,MECHANICAL FITTER/TECHNICIAN,10 October 2023,None,Full time,09 November 2023,"Kiln Farm, Milton Keynes",South East Englasd,Buckinghamshire,Electron-X Limited,Temporary,Manufacturing Jobs,,None
32,Labourer,09 October 2023,£13 to £14 per hour,Full time,08 November 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Manufacturing Jobs,LDSfareLAB-11212,None
33,Operations Maintenance Controller,09 October 2023,None,Full time,08 November 2023,MK1 1JN,South East Englasd,Buckinghamshire,Dawson Group Plc,Permanent,Manufacturing Jobs,DGV755-22525,None
1,Domestic Assistant,07 November 2023,£10.55 per hour,Full time,07 December 2023,"Gerrards Cross, SL9 7DP",South East Englasd,Buckinghamshire,Maria Mallaband Care Group,Permanent,Accounting & Finance Jobs,VA007243,None
2,Commercial Insurance Account Handler,03 November 2023,"£26,000 to £34,000 per year",Full time,03 December 2023,"Amersham, Buckinghamshire, HP6 5FG",South East Englasd,Buckinghamshire,IPS Group Limited,Permanent,Accounting & Finance Jobs,152414_1699032520,plus commission
3,Assistant Financial Accountant,03 November 2023,"£35,000 to £36,000 per year",Part time,17 November 2023,"Milton Keynes, Buckinghamshire, MK15 8HG",South East Englasd,Buckinghamshire,Volkswagen Financial Services UK LTD,Permanent,Accounting & Finance Jobs,4840_1699014847,None
4,VAT Manager,03 November 2023,"£55,000.00 to £65,000.00 per year",Full time,10 November 2023,"Milton Keynes, Buckinghamshire, MK15 8HG",South East Englasd,Buckinghamshire,Volkswagen Financial Services UK LTD,Permanent,Accounting & Finance Jobs,4971_1699019384,"Car, pension, healthcare"
5,Sales Executive,02 November 2023,"£45,000 per year",Full time,02 December 2023,HP10 0NJ,South East Englasd,Buckinghamshire,autoskills-uk,Permanent,Accounting & Finance Jobs,JO0000043222-174445,None
6,Management Accountant,01 November 2023,"£37,000.0 to £42,000.0 per year",Full time,01 December 2023,"Marlow, Buckinghamshire, SL7 1AP",South East Englasd,Buckinghamshire,Hays Specialist Recruitment,Permanent,Accounting & Finance Jobs,4485186_1698864944,Competitive + bonus + benefits
7,Domestic Assistant,01 November 2023,£11 per hour,Full time,01 December 2023,"Buckingham, MK18 7RB",South East Englasd,Buckinghamshire,Maria Mallaband Care Group,Permanent,Accounting & Finance Jobs,VA006263-5,None
8,Goods In Operative,31 October 2023,£10.50 per hour,Full time,28 November 2023,MK181TB,South East Englasd,Buckinghamshire,The Best Connection Group Limited,Temporary,Accounting & Finance Jobs,MK365977,None
9,"Salaried GP in High Wycombe - 4 to 6 s/p - £10,500 p/s - Shared Admin",31 October 2023,"£88,000 to £99,000 per year",Full time,30 November 2023,"High Wycombe, South East, HP10 9FQ",South East Englasd,Buckinghamshire,MedMatch Medical,Permanent,Accounting & Finance Jobs,MP153265CT2092-Ebizi - 37320-31102023,None
10,Sales Executive,28 October 2023,"£75,000 to £100,000 per year",Full time,27 November 2023,HP1 1,South East Englasd,Buckinghamshire,Anglian Home Improvements,Contract,Accounting & Finance Jobs,LC1003215481-21481,None
11,Back of House Team Member,27 October 2023,£11.50 to £13.50 per hour,Full time,24 November 2023,"Buckinghamshire, HP7 0HL",South East Englasd,Buckinghamshire,Côte Restaurants,Permanent,Accounting & Finance Jobs,ORG4031-SC917195AmeBOHTM,None
12,Multi Trader,27 October 2023,"£28,000 to £36,000 per year",Full time,26 November 2023,SL0 0AA,South East Englasd,Buckinghamshire,CP Management Solutions LTD,Permanent,Accounting & Finance Jobs,MTO SL-445971,None
13,Sales Executive,24 October 2023,"£52,500 per year",Full time,23 November 2023,HP11 1EZ,South East Englasd,Buckinghamshire,autoskills-uk,Permanent,Accounting & Finance Jobs,JO0000045281-17444,None
14,Head of Design,24 October 2023,None,Full time,23 November 2023,MK9 1LA,South East Englasd,Buckinghamshire,Mitie,Permanent,Accounting & Finance Jobs,42076,None
15,SME Account Handler - Commercial Insurance,20 October 2023,"£25,000.00 to £32,000 per year",Full time,19 November 2023,"Amersham, Buckinghamshire, HP6 5FG",South East Englasd,Buckinghamshire,IPS Group Limited,Permanent,Accounting & Finance Jobs,152417_1697820625,inc Bonus & Benefits
16,SME Commercial Insurance Account Handler,20 October 2023,"£26,000 to £34,000 per year",Full time,19 November 2023,"Amersham, Buckinghamshire, HP6 5FG",South East Englasd,Buckinghamshire,IPS Group Limited,Permanent,Accounting & Finance Jobs,152414_1697812483,plus commission
17,Multi Trader,20 October 2023,"£34,000 per year",Full time,19 November 2023,HP10 8HG,South East Englasd,Buckinghamshire,Build Recruitment,Permanent,Accounting & Finance Jobs,28519-9788,None
18,Night Assistant,20 October 2023,None,Full time,18 November 2023,"Aylesbury, Aylesbury",South East Englasd,Buckinghamshire,Riverside,Permanent,Accounting & Finance Jobs,1593,None
19,Domestic Assistant,19 October 2023,£10.5 per hour,Full time,18 November 2023,HP22 5ZB,South East Englasd,Buckinghamshire,Westgate Healthcare,Permanent,Accounting & Finance Jobs,HH-DA-191023-18477,None
20,Nursing Associate - ACHT - Marlow | Buckinghamshire Healthcare NHS Trust,18 October 2023,Not specified,Part time,17 November 2023,"Marlow, SL7 1DH",South East Englasd,Buckinghamshire,Buckinghamshire Healthcare Trust,Permanent,Accounting & Finance Jobs,5752957/434-IEC5653391-B,"£25,147 - £27,596 per annum (pro rata for part time)"
21,DAF Warranty & Repair Maintenance Claims Auditor,17 October 2023,None,Full time,16 November 2023,"HP17 8LJ, HP17 8LJ",South East Englasd,Buckinghamshire,TribePost Ltd,Permanent,Accounting & Finance Jobs,DEKDWRM171023,None
22,Senior Financial Planning Analyst,17 October 2023,"£70,000 per year",Full time,16 November 2023,"HP10 0DF, HP10 0DF",South East Englasd,Buckinghamshire,Career Kinetics Limited,Permanent,Accounting & Finance Jobs,GL-PARA-SFPA1,None
23,Wills & Probate Locum in Milton Keynes - 2 days per week -3 months - office-based,13 October 2023,£40 to £55 per hour,Part time,12 November 2023,MK2 2EH,South East Englasd,Buckinghamshire,Ten-Percent.co.uk Ltd,Contract,Accounting & Finance Jobs,JO0000008772-32814,None
24,Credit Control Administrator,13 October 2023,"£22,000 to £24,000 per year",Full time,12 November 2023,Milton Keynes,South East Englasd,Buckinghamshire,Hooray,Permanent,Accounting & Finance Jobs,38287-45488,None
25,EMEA Consumer Senior Finance Director,12 October 2023,Not specified,Full time,11 November 2023,"Haddenham, Aylesbury",South East Englasd,Buckinghamshire,McCormick & Company,Permanent,Accounting & Finance Jobs,,Competitive salary
26,Financial Controller,11 October 2023,Not specified,Full time,10 November 2023,"Newport Pagnell, Buckinghamshire",South East Englasd,Buckinghamshire,JVP Jobs,Permanent,Accounting & Finance Jobs,6426,"Attractive package, with hybrid working option"
1,Landfill Aftercare & Maintenance Technician,07 November 2023,"£29,084.63 per year",Full time,07 December 2023,"Gerrards Cross, Buckinghamshire, SL9 8TE",South East Englasd,Buckinghamshire,Veolia,Permanent,Trade & Construction Jobs,JR12696_1699351415,None
2,Carpenter / Joiner (CSCS),07 November 2023,£25 per hour,Full time,07 December 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Coyle Personnel,Temporary,Trade & Construction Jobs,,None
3,Joiner (IPAF),07 November 2023,£22.3 per hour,Full time,07 December 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Trade & Construction Jobs,LDSbradJNR(IPAF)-1121,None
4,Painter and Decorator (IPAF),06 November 2023,£19 per hour,Full time,06 December 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Trade & Construction Jobs,LDShayP+D/IPAF-11211,None
5,Groundworker,03 November 2023,"£33,000 to £38,610 per year",Full time,03 December 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,KSD Support Services Ltd,Permanent,Trade & Construction Jobs,Milton Keynes,None
6,Joiner,03 November 2023,£22.31 per hour,Full time,03 December 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Trade & Construction Jobs,LDSderbyJNR-1121,None
7,Joiner,03 November 2023,£22.31 per hour,Full time,03 December 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Trade & Construction Jobs,LDSdarbyJNR-1121,None
8,Workplace Trainer: Electrical,03 November 2023,Not specified,Full time,03 December 2023,MK6 5LP,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Trade & Construction Jobs,234708,£30000 - £35000 Per Year
9,Traffic Marshall,02 November 2023,£15 to £15.25 per hour,Full time,02 December 2023,"Milton Keynes, Buckinghamshire, MK16 0JA",South East Englasd,Buckinghamshire,Randstad CPE,Temporary,Trade & Construction Jobs,PR-1197995_1698934861,None
10,Labourer,02 November 2023,£13.93 to £13.93 per hour,Full time,02 December 2023,"Aylesbury, Buckinghamshire",South East Englasd,Buckinghamshire,Constructive Resources Ltd,Temporary,Trade & Construction Jobs,,None
11,Paint Sprayer,02 November 2023,"£50,000 to £60,000 per year",Full time,01 December 2023,"Aylesbury, Home Counties, HP21 8PE",South East Englasd,Buckinghamshire,Perfect Placement UK Ltd,Permanent,Trade & Construction Jobs,50559355,None
12,Slinger/Banksman,02 November 2023,£19 per hour,Full time,02 December 2023,MK1,South East Englasd,Buckinghamshire,Alpha Labour and Recruitment Ltd,Temporary,Trade & Construction Jobs,CL-SLINGBANK-021123-6810,None
13,Plumbing Repairs Technician - Multiskilled,01 November 2023,"£37,136 per year",Full time,01 December 2023,"HP10 0DF, HP10 0DF",South East Englasd,Buckinghamshire,Career Kinetics Limited,Permanent,Trade & Construction Jobs,GL-PARA-PRTM,Excellent Benefits Package
14,Electrical Technician - Compliance,31 October 2023,"£40,275 per year",Full time,30 November 2023,"HP10 0DF, HP10 0DF",South East Englasd,Buckinghamshire,Career Kinetics Limited,Permanent,Trade & Construction Jobs,GL-PARA-ETC,Plus overtime/OOH/call out & Excellent Benefits
15,"UPVC Technician - Windows, Doors, Fascia & Soffits",31 October 2023,"£37,136 per year",Full time,30 November 2023,"HP10 0DF, HP10 0DF",South East Englasd,Buckinghamshire,Career Kinetics Limited,Permanent,Trade & Construction Jobs,GL-PARA-UPVCT1,+ Excellent Benefits Package
16,Joiner,31 October 2023,£23 per hour,Full time,30 November 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Trade & Construction Jobs,LDSstockportJNR-1121,None
17,Senior Estimator - Construction,31 October 2023,"£90,000 to £100,000 per year",Full time,13 November 2023,"Gerrards Cross, Buckinghamshire, SL23XG",South East Englasd,Buckinghamshire,Fawkes & Reece,Permanent,Trade & Construction Jobs,JW-39386-SE_1698686769,+ Benefits
18,PLUMBING TRADES TRAINER,26 October 2023,Not specified,Full time,25 November 2023,HP18 0TL,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Trade & Construction Jobs,232593,£30000 - £35000 Per Year
19,Facilities Assistant,25 October 2023,"£22,066 per year",Part time,24 November 2023,"Buckinghamshire, South East England",South East Englasd,Buckinghamshire,James Andrews Recruitment Solutions,Permanent,Trade & Construction Jobs,44344,None
20,Site Manager,25 October 2023,"£60,000 to £70,000 per year",Full time,24 November 2023,"Milton Keynes, Buckinghamshire, HP17 8NR",South East Englasd,Buckinghamshire,Randstad CPE,Permanent,Trade & Construction Jobs,PR-1194468_1698220029,None
21,Joiner (Nights),25 October 2023,£27.8 per hour,Full time,24 November 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Trade & Construction Jobs,LDSwestdentonJNR(PM)-1121,None
22,Kitchen Offloader,25 October 2023,None,Full time,24 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Kaybee Site Service UK LTD,Permanent,Trade & Construction Jobs,KB004,None
23,Kitchen Offloader,25 October 2023,None,Full time,24 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Kaybee Site Service UK LTD,Permanent,Trade & Construction Jobs,KB004,None
24,Senior Estimator - Construction,24 October 2023,"£90,000 to £100,000 per year",Full time,07 November 2023,"Gerrards Cross, Buckinghamshire, SL23XG",South East Englasd,Buckinghamshire,Fawkes & Reece,Permanent,Trade & Construction Jobs,JW-39386-SE_1698163618,+ Benefits
25,Kitchen Installation Technician,24 October 2023,"£37,136 per year",Full time,23 November 2023,"HP10 0DF, HP10 0DF",South East Englasd,Buckinghamshire,Career Kinetics Limited,Permanent,Trade & Construction Jobs,GL-PARA-KIT1,+ Excellent Benefits Package
26,labourer,24 October 2023,£15 to £15 per hour,Full time,23 November 2023,"Wendover, Aylesbury",South East Englasd,Buckinghamshire,Constructive Resources Ltd,Contract,Trade & Construction Jobs,,None
27,Tool Making Engineer/CNC Machinist,24 October 2023,"£35,000 to £50,000 per year",Full time,23 November 2023,Aylesbury,South East Englasd,Buckinghamshire,Hooray,Permanent,Trade & Construction Jobs,38376-45488,None
28,Loader,23 October 2023,£11 to £12 per hour,Full time,22 November 2023,HP12 4HS,South East Englasd,Buckinghamshire,Workchain,Permanent,Trade & Construction Jobs,27586,None
29,Pipefitter,23 October 2023,£260 per day,Part time,22 November 2023,MK10 0AH,South East Englasd,Buckinghamshire,ARC (Norwich) Ltd,Temporary,Trade & Construction Jobs,McMiltonKeyPipefitte-43277,None
30,Slinger Banksman,23 October 2023,£20 per hour,Full time,22 November 2023,MK15 1AA,South East Englasd,Buckinghamshire,ARC (Norwich) Ltd,Temporary,Trade & Construction Jobs,Slinger/MK-43277,None
31,Assistant Site Manager,23 October 2023,"£40,000 to £46,000 per year",Full time,13 November 2023,"Aylesbury, Buckinghamshire, hp17 8nr",South East Englasd,Buckinghamshire,Randstad CPE,Permanent,Trade & Construction Jobs,PR-1179999_1698053417,None
32,Maintenance Technician,23 October 2023,£14 per hour,Full time,22 November 2023,HP22 5ZB,South East Englasd,Buckinghamshire,Westgate Healthcare,Permanent,Trade & Construction Jobs,HH-MT-231023-18477,None
33,Plumber,20 October 2023,"£32,000 per year",Full time,19 November 2023,HP10 8HG,South East Englasd,Buckinghamshire,Build Recruitment,Permanent,Trade & Construction Jobs,28519a-9788,None
34,Plasterer,20 October 2023,"£32,000 per year",Full time,19 November 2023,HP10 8HG,South East Englasd,Buckinghamshire,Build Recruitment,Permanent,Trade & Construction Jobs,28519c-9788,None
35,Plumber,20 October 2023,"£36,000 per year",Full time,19 November 2023,HP10,South East Englasd,Buckinghamshire,HVAC Recruitment Ltd,Permanent,Trade & Construction Jobs,12931-22916,None
36,Rubber Duck driver,20 October 2023,£22 per hour,Full time,19 November 2023,"Buckingham, Buckinghamshire",South East Englasd,Buckinghamshire,Constructive Resources Ltd,Temporary,Trade & Construction Jobs,,None
